日期,中獎號碼,特別號
2004/09/30,"07, 13, 15, 20, 22, 47",19
2004/09/27,"26, 27, 40, 41, 42, 43",28
2004/09/23,"01, 15, 16, 33, 35, 48",10
2004/09/20,"05, 06, 08, 09, 10, 43",13
2004/09/16,"07, 19, 26, 37, 38, 46",29
2004/09/13,"08, 10, 11, 21, 23, 44",42
2004/09/09,"07, 13, 14, 20, 21, 49",34
2004/09/06,"12, 25, 26, 31, 36, 42",29
2004/09/02,"09, 16, 18, 32, 41, 47",46
2004/08/30,"04, 22, 28, 29, 44, 47",32
2004/08/26,"14, 31, 34, 37, 42, 48",29
2004/08/23,"13, 29, 31, 38, 45, 46",43
2004/08/19,"10, 22, 31, 32, 41, 48",24
2004/08/16,"05, 06, 11, 16, 19, 42",10
2004/08/12,"11, 16, 27, 33, 34, 40",07
2004/08/09,"05, 17, 19, 26, 28, 43",25
2004/08/05,"13, 14, 21, 24, 27, 30",20
2004/08/02,"03, 11, 19, 21, 40, 42",14
2004/07/29,"20, 31, 33, 40, 42, 46",30
2004/07/26,"01, 15, 28, 38, 41, 42",24
2004/07/22,"11, 15, 24, 27, 37, 46",01
2004/07/19,"02, 03, 07, 26, 30, 49",06
2004/07/15,"02, 05, 32, 38, 42, 49",44
2004/07/12,"03, 04, 08, 25, 36, 42",32
2004/07/08,"04, 05, 07, 13, 24, 30",49
2004/07/05,"07, 19, 27, 31, 42, 46",39
2004/07/01,"06, 10, 11, 16, 29, 44",37
2004/06/28,"12, 17, 19, 22, 27, 42",48
2004/06/24,"11, 17, 29, 36, 44, 49",33
2004/06/21,"06, 09, 11, 17, 22, 36",44
2004/06/17,"05, 11, 30, 34, 44, 48",40
2004/06/14,"05, 12, 41, 43, 45, 46",33
2004/06/10,"02, 10, 16, 22, 30, 33",41
2004/06/07,"06, 15, 25, 37, 41, 49",03
2004/06/03,"01, 04, 31, 32, 34, 35",33
2004/05/31,"01, 17, 30, 31, 32, 45",33
2004/05/27,"06, 22, 27, 34, 42, 44",36
2004/05/24,"01, 16, 17, 30, 36, 49",44
2004/05/20,"06, 28, 30, 34, 43, 46",09
2004/05/17,"02, 04, 18, 20, 32, 49",30
2004/05/13,"04, 10, 11, 14, 32, 36",09
2004/05/10,"03, 04, 10, 23, 25, 26",33
2004/05/06,"06, 27, 40, 44, 45, 47",11
2004/05/03,"03, 09, 13, 28, 40, 48",39
2004/04/29,"01, 10, 13, 33, 34, 46",07
2004/04/26,"22, 25, 29, 31, 34, 46",49
2004/04/22,"03, 11, 19, 20, 22, 28",13
2004/04/19,"13, 17, 19, 26, 39, 45",11
2004/04/15,"13, 14, 20, 30, 37, 45",01
2004/04/12,"24, 25, 26, 30, 36, 48",45
2004/04/08,"05, 14, 26, 38, 41, 43",04
2004/04/05,"16, 24, 25, 26, 39, 44",30
2004/04/01,"03, 07, 42, 45, 46, 49",08
2004/03/29,"11, 13, 15, 21, 35, 38",37
2004/03/25,"11, 17, 21, 36, 43, 49",05
2004/03/22,"02, 12, 14, 30, 41, 46",29
2004/03/18,"06, 16, 20, 25, 33, 46",12
2004/03/15,"01, 02, 07, 26, 38, 43",04
2004/03/11,"08, 14, 21, 22, 30, 31",48
2004/03/08,"08, 12, 17, 18, 19, 34",37
2004/03/04,"12, 15, 22, 23, 41, 48",17
2004/03/01,"01, 11, 17, 25, 41, 45",32
2004/02/26,"08, 12, 23, 24, 45, 46",36
2004/02/23,"03, 06, 17, 23, 28, 32",45
2004/02/19,"04, 21, 25, 32, 37, 43",02
2004/02/16,"07, 13, 18, 19, 25, 37",14
2004/02/12,"01, 02, 26, 31, 39, 40",38
2004/02/09,"14, 17, 20, 25, 43, 48",15
2004/02/05,"17, 22, 26, 29, 37, 43",31
2004/02/02,"04, 06, 11, 22, 42, 48",23
2004/01/29,"22, 29, 34, 36, 44, 46",37
2004/01/26,"02, 06, 13, 34, 40, 44",14
2004/01/22,"13, 28, 29, 32, 33, 34",43
2004/01/19,"14, 15, 20, 29, 32, 39",43
2004/01/15,"18, 19, 28, 29, 30, 34",12
2004/01/12,"02, 04, 25, 26, 34, 43",41
2004/01/08,"16, 21, 27, 30, 31, 47",35
2004/01/05,"06, 09, 12, 13, 33, 39",21
